stu;nb_polys;nb_smu;area;soil;soil90;text1;text2;slope1;slope2;aglim1;aglim2;mat1;mat2;zmin;zmax;use1;use2;dt;td1;td2;roo;il;wr;wm1;wm2;wm3;cfl
"320199;1;1;1.1920792625;\"Jeg\";\"\";2;4;1;0;1;21;\"110\";\"\";0;200;1;2;5;0;5;1;2;3;1;1;2;\"H\""
"320200;1;1;0.340594075;\"Je\";\"\";2;4;1;0;1;21;\"110\";\"\";0;200;1;2;4;1;0;1;1;2;1;1;2;\"M\""
"320201;1;1;0.08514851875;\"Bef\";\"\";2;9;1;0;1;21;\"110\";\"\";0;200;1;2;5;1;0;1;1;4;1;1;2;\"M\""
"320202;1;1;0.08514851875;\"B\";\"\";3;4;1;0;1;21;\"110\";\"\";1;200;1;2;5;3;2;1;1;1;1;4;2;\"H\""
"320219;1;1;73.6157824;\"Ql\";\"\";1;0;2;1;1;1;\"454\";\"451\";300;450;3;5;5;1;1;1;1;4;2;0;0;\"L\""
"320220;1;1;4.6009864;\"Lo\";\"\";1;2;2;1;1;1;\"454\";\"451\";300;450;3;5;5;2;2;1;1;4;2;0;0;\"M\""
"320221;1;1;4.6009864;\"Ph\";\"\";1;0;3;2;1;3;\"454\";\"451\";300;450;3;5;3;1;9;3;1;3;2;0;0;\"L\""
"320222;1;1;4.6009864;\"I\";\"\";0;0;3;2;3;1;\"454\";\"451\";300;450;3;5;0;9;9;3;1;0;2;0;0;\"H\""
"320223;1;1;4.6009864;\"Je\";\"\";2;1;1;0;1;1;\"454\";\"451\";300;450;3;5;3;2;2;1;0;4;1;1;2;\"H\""
"320250;1;1;1.4393106;\"Lo\";\"\";3;0;2;0;1;1;\"521\";\"510\";50;150;3;1;5;2;3;1;1;3;2;0;0;\"H\""
"320251;1;1;0.4797702;\"Je\";\"\";3;0;1;0;1;1;\"510\";\"\";50;150;3;1;5;2;3;2;1;3;1;1;2;\"H\""
"320252;1;1;0.35982765;\"Bec\";\"\";3;0;3;2;3;2;\"510\";\"218\";50;150;3;1;3;2;3;2;2;3;1;1;2;\"H\""
"320290;3;1;3.7256888;\"Lgs\";\"\";4;3;1;2;1;21;\"513\";\"312\";250;400;1;3;4;3;0;2;2;4;1;1;2;\"M\""
"320291;3;1;0.23285555;\"Lo\";\"\";3;0;1;2;1;1;\"513\";\"312\";250;400;3;1;4;3;0;2;1;4;2;0;0;\"H\""
"320292;3;1;0.23285555;\"Be\";\"\";3;2;2;3;2;1;\"513\";\"312\";250;400;3;1;3;3;0;2;1;3;2;0;0;\"H\""
"320293;3;1;0.23285555;\"I\";\"\";0;0;3;0;3;1;\"312\";\"\";250;400;3;0;2;9;0;0;1;0;2;0;0;\"H\""
"320294;3;1;0.23285555;\"Ge\";\"\";3;0;1;0;1;21;\"513\";\"\";250;400;3;0;5;3;0;2;2;4;1;1;2;\"M\""
"320295;5;1;90.6972996;\"Dd\";\"\";2;0;1;0;1;1;\"523\";\"\";25;75;3;1;5;2;0;1;1;1;2;0;0;\"H\""
"320296;5;1;79.36013715;\"Lo\";\"\";2;0;1;0;1;1;\"523\";\"\";25;75;3;1;5;2;0;1;1;1;2;0;0;\"H\""
"320297;5;1;45.3486498;\"Dgs\";\"\";2;0;1;2;1;21;\"523\";\"\";25;75;1;3;4;2;4;1;2;2;2;0;0;\"H\""
"320298;5;1;6.80229747;\"Ql\";\"\";1;2;2;3;1;1;\"412\";\"\";25;75;3;1;2;1;0;1;1;1;2;0;0;\"H\""
"320299;5;1;4.53486498;\"Gd\";\"\";2;3;1;0;1;21;\"523\";\"\";25;75;1;2;5;2;4;1;3;2;1;1;2;\"H\""
"320327;7;1;405.432279;\"Jeg\";\"\";3;4;1;0;1;21;\"110\";\"\";1;200;1;2;4;4;5;1;2;3;1;1;2;\"H\""
"320328;7;1;115.837794;\"Je\";\"\";3;4;1;0;1;21;\"110\";\"\";1;200;1;2;5;3;2;1;1;2;1;1;2;\"M\""
"320329;7;1;28.9594485;\"B\";\"\";3;4;1;0;1;21;\"110\";\"\";1;200;1;2;5;3;2;1;1;1;1;4;2;\"H\""
"320330;7;1;28.9594485;\"O\";\"\";9;9;1;0;1;21;\"910\";\"\";1;200;1;2;5;9;9;1;1;4;1;1;2;\"M\""
"320331;2;1;20.74022;\"I\";\"\";2;0;3;2;4;3;\"740\";\"743\";140;340;1;5;1;9;9;2;1;1;2;0;0;\"H\""
"320332;1;1;0.11994255;\"E\";\"\";3;0;2;0;1;1;\"218\";\"521\";100;200;1;4;5;0;0;3;3;1;1;1;3;\"M\""
"330327;26;1;2780.76150906;\"Je\";\"\";2;4;1;0;1;1;\"110\";\"\";-999;-999;1;2;5;0;0;1;1;1;2;0;0;\"L\""
"330328;26;1;308.973501006;\"Ge\";\"\";2;4;1;0;1;1;\"110\";\"\";-999;-999;1;2;5;0;0;1;2;2;1;0;0;\"L\""
"330329;16;1;1261.314985;\"Je\";\"\";3;4;1;0;1;1;\"110\";\"\";-999;-999;1;2;5;0;0;1;1;1;2;0;0;\"L\""
"330330;16;1;540.563565;\"Ge\";\"\";4;5;1;0;1;1;\"110\";\"\";-999;-999;1;2;5;0;0;1;2;3;1;0;0;\"L\""
"330331;8;1;1772.0069276;\"Je\";\"\";2;4;1;0;1;1;\"110\";\"120\";-999;-999;1;2;5;0;0;1;1;1;2;0;0;\"L\""
"330332;8;1;506.2876936;\"Gm\";\"\";4;5;1;0;1;1;\"110\";\"\";-999;-999;1;2;5;0;0;1;2;3;1;0;0;\"L\""
"330333;8;1;253.1438468;\"Od\";\"\";9;0;1;0;1;1;\"110\";\"\";-999;-999;1;2;0;0;0;1;2;4;1;0;0;\"L\""
"330334;3;1;122.24917495;\"Je\";\"\";3;4;1;0;1;1;\"110\";\"\";-999;-999;1;2;5;0;0;1;1;1;2;0;0;\"L\""
"330335;3;1;52.39250355;\"Oe\";\"\";9;0;1;0;1;1;\"110\";\"\";-999;-999;1;2;0;0;0;1;2;4;0;0;0;\"L\""
"330336;6;1;714.5844;\"Je\";\"\";1;2;1;0;1;1;\"110\";\"\";-999;-999;1;2;3;0;4;1;1;1;2;0;0;\"L\""
"330337;6;1;428.75064;\"Be\";\"\";2;0;1;0;3;1;\"112\";\"\";-999;-999;1;2;5;0;0;1;1;1;2;0;0;\"L\""
"330338;6;1;285.83376;\"Jeg\";\"\";2;4;1;0;1;1;\"110\";\"\";-999;-999;1;2;3;4;0;1;2;2;2;0;0;\"L\""
"330339;10;1;1031.7382907;\"Je\";\"\";2;1;1;0;1;1;\"110\";\"\";-999;-999;1;2;5;0;0;1;1;1;2;0;0;\"L\""
"330340;10;1;257.934572675;\"Jeg\";\"\";2;4;0;0;1;1;\"110\";\"\";-999;-999;1;2;5;0;0;1;2;2;1;0;0;\"L\""
"330341;3;1;680.3584704;\"Je\";\"\";2;1;1;0;1;1;\"110\";\"\";-999;-999;1;2;5;0;0;1;2;2;1;0;0;\"L\""
"330342;3;1;291.5822016;\"Jd\";\"\";1;2;1;0;1;1;\"110\";\"\";-999;-999;1;2;5;0;0;1;1;1;2;0;0;\"L\""
"330343;33;1;5509.1296919;\"Jeg\";\"\";2;4;1;0;22;1;\"110\";\"\";-999;-999;1;2;5;0;0;3;2;2;1;0;0;\"L\""
"330344;33;1;612.125521322;\"Ge\";\"\";3;5;1;0;22;1;\"110\";\"\";-999;-999;1;2;5;0;0;3;2;3;0;0;0;\"L\""
"330347;13;1;207.732948125;\"Je\";\"\";4;0;1;0;7;1;\"120\";\"\";-999;-999;1;2;5;0;0;1;2;3;2;0;0;\"M\""
"330348;45;1;5048.00517063;\"Jc\";\"\";2;3;1;0;1;1;\"110\";\"\";-999;-999;1;3;5;0;0;1;1;1;2;0;0;\"L\""
"330349;45;1;560.889463403;\"G\";\"\";2;4;1;0;1;1;\"110\";\"\";-999;-999;1;3;5;0;0;1;2;3;1;0;0;\"L\""
"330350;36;1;6970.72720453;\"Jc\";\"\";1;2;1;0;1;1;\"110\";\"\";-999;-999;1;3;5;0;0;1;1;1;2;0;0;\"L\""
"330351;36;1;1991.63634415;\"Gc\";\"\";2;4;1;0;1;1;\"110\";\"\";-999;-999;1;3;5;0;0;1;2;3;1;0;0;\"L\""
"330352;36;1;995.818172075;\"Oe\";\"\";9;0;1;0;1;1;\"110\";\"\";-999;-999;1;3;0;0;0;1;2;4;0;0;0;\"L\""
"330353;14;1;2724.37552516;\"Jcf\";\"\";2;0;1;0;1;1;\"110\";\"\";-999;-999;1;3;5;0;0;1;1;1;1;0;0;\"L\""
"330354;14;1;1634.62531509;\"Jc\";\"\";2;0;1;0;1;1;\"110\";\"\";-999;-999;1;3;5;0;0;1;1;1;1;0;0;\"L\""
"330355;14;1;1089.75021006;\"Jeg\";\"\";3;4;1;0;1;1;\"110\";\"\";-999;-999;1;3;5;0;0;1;3;2;1;0;0;\"L\""
"330356;2;1;131.4146232;\"Jc\";\"\";2;1;1;0;1;1;\"120\";\"\";-999;-999;1;0;3;1;0;1;1;1;1;0;0;\"L\""
"330357;2;1;14.6016248;\"Gc\";\"\";2;0;1;0;1;1;\"120\";\"\";-999;-999;1;0;5;0;0;1;1;3;1;0;0;\"L\""
"330358;1;1;1311.956736;\"Jcg\";\"\";3;0;1;0;7;1;\"110\";\"\";-999;-999;1;3;2;4;0;1;2;2;1;0;0;\"L\""
"330359;33;1;1099.7196333;\"Jd\";\"\";1;2;1;0;1;1;\"110\";\"\";-999;-999;1;3;5;0;0;1;1;1;2;0;0;\"L\""
"330360;1;1;187.883192;\"Jd\";\"\";2;3;1;0;1;1;\"110\";\"\";-999;-999;1;3;5;0;0;1;1;1;2;0;0;\"L\""
"330361;1;1;53.680912;\"Gd\";\"\";2;4;0;0;1;1;\"110\";\"\";-999;-999;1;3;5;0;0;1;2;3;2;0;0;\"L\""
"330362;1;1;26.840456;\"Od\";\"\";9;0;1;0;1;1;\"110\";\"\";-999;-999;1;3;0;0;0;1;2;4;2;0;0;\"L\""
"330363;24;1;1274.80780388;\"Ge\";\"\";3;4;1;0;7;1;\"110\";\"120\";-999;-999;1;2;5;0;0;1;2;3;1;0;0;\"H\""
"330364;2;1;56.6738345625;\"Gev\";\"\";4;5;1;0;1;1;\"110\";\"\";0;75;1;2;5;0;0;1;3;3;2;0;0;\"H\""
"330365;1;1;10.408843;\"Gd\";\"\";3;4;1;0;1;1;\"113\";\"\";-999;-999;0;0;5;0;0;1;4;3;1;0;0;\"H\""
"330366;1;1;10.408843;\"Od\";\"\";9;0;1;0;1;1;\"910\";\"\";-999;-999;0;0;0;0;0;1;2;4;1;0;0;\"H\""
"330367;7;1;1106.3769402;\"D\";\"\";3;2;1;0;1;1;\"511\";\"\";-999;-999;3;1;5;0;0;1;2;2;1;0;0;\"H\""
"330368;7;1;316.1076972;\"Ge\";\"\";3;2;1;0;1;1;\"511\";\"\";-999;-999;3;1;5;0;0;1;2;2;1;0;0;\"H\""
"330369;7;1;158.0538486;\"Bd\";\"\";2;0;2;0;1;1;\"112\";\"\";-999;-999;3;1;5;0;0;1;1;1;2;0;0;\"H\""
"330370;13;1;544.743451;\"Gh\";\"\";4;2;1;0;1;1;\"110\";\"\";0;75;1;2;5;0;0;1;2;3;1;0;0;\"H\""
"330371;13;1;233.461479;\"Oe\";\"\";9;0;1;0;1;1;\"910\";\"\";0;75;1;2;0;0;0;1;2;4;1;0;0;\"H\""
"330372;7;1;864.6595874;\"Re\";\"\";2;4;1;2;1;1;\"311\";\"\";0;500;4;0;5;0;0;3;1;1;2;0;0;\"H\""
"330373;7;1;370.5683946;\"Ie\";\"\";2;0;2;3;3;1;\"311\";\"\";0;500;4;0;5;0;0;4;1;1;2;0;0;\"H\""
"330374;37;1;598.908211344;\"Re\";\"\";1;0;1;2;1;1;\"441\";\"\";0;25;4;6;5;0;0;1;1;1;2;0;0;\"M\""
"330375;9;1;1364.04536613;\"Rd\";\"\";1;0;1;2;1;1;\"442\";\"\";0;100;4;5;5;0;0;1;1;1;2;0;0;\"H\""
"330376;29;1;1868.07861704;\"Ie\";\"\";2;4;1;2;3;1;\"212\";\"\";0;500;5;3;5;0;0;4;1;1;2;0;0;\"H\""
"330377;29;1;800.605121587;\"Bc\";\"\";4;0;1;0;4;3;\"212\";\"\";0;500;5;3;5;0;0;3;1;1;2;0;0;\"H\""
"330378;10;1;608.289863;\"Ie\";\"\";2;4;2;3;3;1;\"212\";\"\";0;500;5;3;5;0;0;4;1;1;2;0;0;\"H\""
"330379;10;1;364.9739178;\"Be\";\"\";4;0;1;2;3;1;\"212\";\"\";0;500;5;3;1;5;0;2;1;1;2;0;0;\"H\""
"330380;10;1;121.6579726;\"Bc\";\"\";4;0;1;0;3;1;\"212\";\"\";0;500;5;3;1;5;0;2;1;1;2;0;0;\"H\""
"330381;10;1;121.6579726;\"Bk\";\"\";4;0;2;3;3;1;\"212\";\"\";0;500;5;3;5;0;0;3;1;1;2;0;0;\"H\""
"330382;22;1;2387.62005492;\"Ic\";\"\";2;4;2;3;3;1;\"451\";\"217\";500;1000;5;3;5;0;0;4;1;1;2;0;0;\"M\""
"330383;22;1;682.17715855;\"Bk\";\"\";4;0;2;3;4;3;\"217\";\"451\";500;1000;5;3;5;0;0;3;1;1;2;0;0;\"M\""
"330384;22;1;341.088579275;\"Bc\";\"\";4;0;1;0;3;1;\"217\";\"451\";500;1000;5;3;5;0;0;2;1;1;2;0;0;\"M\""
"330385;8;1;1296.95806825;\"Ic\";\"\";2;4;1;2;3;1;\"212\";\"\";300;1000;5;3;5;0;0;4;1;1;2;0;0;\"H\""
"330386;8;1;1296.95806825;\"Bec\";\"\";4;0;1;0;3;1;\"212\";\"\";300;1000;5;3;5;0;0;3;1;1;2;0;0;\"H\""
"330387;4;1;285.9059175;\"Ic\";\"\";2;0;2;3;3;1;\"212\";\"131\";0;500;5;3;5;0;0;4;1;1;2;0;0;\"L\""
"330388;4;1;122.5311075;\"Bd\";\"\";2;0;2;3;3;1;\"131\";\"212\";0;500;5;3;5;0;0;2;1;1;2;0;0;\"L\""
"330389;3;1;130.638394;\"Ic\";\"\";2;0;2;3;3;1;\"212\";\"131\";0;500;5;3;5;0;0;4;1;1;2;0;0;\"L\""
"330390;3;1;78.3830364;\"Bd\";\"\";2;0;1;2;3;1;\"131\";\"212\";0;500;5;3;5;0;0;2;1;1;2;0;0;\"L\""
"330391;3;1;52.2553576;\"Bk\";\"\";2;0;1;2;3;1;\"212\";\"131\";0;500;5;3;5;0;0;3;1;1;2;0;0;\"L\""
"330392;18;1;552.8470941;\"Ic\";\"\";1;4;3;0;3;1;\"212\";\"\";2800;4800;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330393;18;1;236.9344689;\"R\";\"\";4;0;3;0;1;1;\"212\";\"\";2800;4800;5;1;5;0;0;1;1;1;2;0;0;\"M\""
"330394;10;1;1260.937382;\"Ich\";\"\";2;0;3;0;3;1;\"212\";\"213\";1500;2500;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330395;10;1;756.5624292;\"Ic\";\"\";2;0;3;0;3;1;\"212\";\"213\";1500;2500;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330396;10;1;504.3749528;\"Id\";\"\";2;0;3;0;3;1;\"212\";\"\";1500;2500;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330397;5;1;111.13344075;\"Id\";\"\";1;0;3;4;3;1;\"711\";\"\";100;200;5;9;5;0;0;4;1;1;2;0;0;\"L\""
"330398;5;1;173.3504227;\"Id\";\"\";1;0;2;3;3;1;\"700\";\"\";1500;3000;5;9;5;0;0;4;1;1;2;0;0;\"H\""
"330399;5;1;74.2930383;\"U\";\"\";1;0;2;3;3;1;\"700\";\"\";1500;3000;5;9;5;0;0;3;1;1;2;0;0;\"H\""
"330400;12;1;3280.74738;\"Bd\";\"\";1;2;1;3;1;1;\"450\";\"711\";350;800;5;1;5;0;0;1;1;1;2;0;0;\"M\""
"330401;4;1;586.6267248;\"Qc\";\"\";2;1;1;0;3;1;\"413\";\"\";0;150;5;3;5;0;0;1;1;1;2;0;0;\"M\""
"330402;4;1;65.1807472;\"Lo\";\"\";2;0;1;0;1;1;\"514\";\"\";0;150;5;3;5;0;0;1;1;1;2;0;0;\"M\""
"330403;4;1;1204.7431564;\"Bd\";\"\";1;2;3;4;1;1;\"700\";\"130\";400;1200;5;1;5;0;0;1;1;1;2;0;0;\"H\""
"330404;4;1;344.2123304;\"Pl\";\"\";1;2;2;3;1;1;\"700\";\"450\";400;1200;5;1;5;0;0;1;1;1;2;0;0;\"H\""
"330405;4;1;86.0530826;\"I\";\"\";1;2;4;0;3;1;\"711\";\"\";400;1200;5;1;5;0;0;4;1;1;2;0;0;\"H\""
"330406;4;1;86.0530826;\"U\";\"\";1;2;4;0;4;3;\"711\";\"\";400;1200;5;1;5;0;0;3;1;1;2;0;0;\"H\""
"330407;6;1;363.3435736;\"Qc\";\"\";1;0;1;2;3;1;\"400\";\"\";0;100;5;3;5;0;0;1;2;1;2;0;0;\"M\""
"330408;6;1;103.8124496;\"Qcg\";\"\";1;0;1;2;3;1;\"400\";\"\";0;100;5;3;3;2;0;1;3;2;2;0;0;\"M\""
"330409;6;1;51.9062248;\"Ql\";\"\";1;0;1;2;3;1;\"400\";\"\";0;100;5;3;3;2;0;1;2;1;2;0;0;\"M\""
"330410;10;1;384.54216795;\"Qcd\";\"\";1;2;1;0;3;1;\"112\";\"\";0;100;5;3;5;0;0;1;1;1;2;0;0;\"H\""
"330411;10;1;21.363453775;\"Lc\";\"\";1;2;1;0;3;1;\"112\";\"\";0;100;5;3;3;2;0;1;1;1;2;0;0;\"H\""
"330412;10;1;21.363453775;\"Bc\";\"\";1;2;1;0;3;1;\"112\";\"\";0;100;5;3;5;0;0;1;1;1;2;0;0;\"H\""
"330413;1;1;12.7903454;\"Qc\";\"\";2;1;1;0;1;1;\"412\";\"\";0;100;5;3;5;0;0;1;1;1;2;0;0;\"M\""
"330414;1;1;5.4815766;\"Po\";\"\";1;0;1;0;1;1;\"412\";\"\";0;100;5;3;5;0;0;3;1;1;2;0;0;\"M\""
"330415;7;1;460.8969155;\"Qc\";\"\";1;2;1;0;1;1;\"412\";\"\";50;200;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330416;7;1;276.5381493;\"Be\";\"\";2;4;2;0;1;1;\"313\";\"\";50;200;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330417;7;1;184.3587662;\"Bec\";\"\";2;4;2;0;1;1;\"313\";\"\";50;200;3;1;5;0;0;2;1;1;2;0;0;\"M\""
"330418;16;1;699.0311195;\"Qc\";\"\";1;0;1;2;1;1;\"400\";\"\";100;200;5;3;5;0;0;1;2;1;2;0;0;\"M\""
"330419;16;1;199.723177;\"Ql\";\"\";1;0;1;2;1;1;\"400\";\"\";100;200;5;3;4;2;0;1;2;1;2;0;0;\"M\""
"330420;16;1;49.93079425;\"Pl\";\"\";1;0;1;0;1;1;\"400\";\"\";100;200;5;3;5;0;0;1;2;1;2;0;0;\"M\""
"330421;16;1;49.93079425;\"Po\";\"\";1;0;1;0;1;1;\"400\";\"\";100;200;5;3;5;0;0;2;2;1;2;0;0;\"M\""
"330422;13;1;416.728041;\"Ql\";\"\";1;0;1;2;1;1;\"411\";\"\";150;300;5;3;5;0;0;1;1;1;2;0;0;\"L\""
"330423;13;1;208.3640205;\"Qlg\";\"\";1;0;1;0;1;1;\"411\";\"\";150;300;5;3;3;2;0;1;3;2;1;0;0;\"L\""
"330424;13;1;83.3456082;\"E\";\"\";2;0;2;0;3;1;\"220\";\"213\";150;300;5;3;5;0;0;4;1;1;2;0;0;\"M\""
"330425;13;1;83.3456082;\"Bk\";\"\";2;0;2;0;3;1;\"220\";\"213\";150;300;5;3;5;0;0;3;1;1;2;0;0;\"M\""
"330426;15;1;351.7355086;\"Ql\";\"\";1;0;2;0;1;1;\"412\";\"\";50;200;5;3;5;0;0;1;1;1;2;0;0;\"M\""
"330427;15;1;150.7437894;\"Qc\";\"\";1;0;2;0;1;1;\"412\";\"\";50;200;5;3;5;0;0;1;1;1;2;0;0;\"M\""
"330428;1;1;72.160392;\"Qld\";\"\";1;2;1;0;1;1;\"412\";\"\";0;200;5;3;4;2;0;1;2;1;2;0;0;\"H\""
"330429;5;1;5145.2120448;\"Eo\";\"\";2;3;1;0;3;1;\"220\";\"\";150;300;3;5;5;0;0;1;1;1;2;0;0;\"H\""
"330430;5;1;571.6902272;\"Bk\";\"\";2;3;2;0;3;1;\"220\";\"\";150;300;3;5;5;0;0;1;1;1;2;0;0;\"H\""
"330431;1;1;130.439512;\"Eo\";\"\";2;0;1;0;3;1;\"210\";\"\";0;100;3;5;5;0;0;4;1;1;2;0;0;\"M\""
"330432;1;1;55.902648;\"Bk\";\"\";2;4;2;0;3;1;\"210\";\"\";0;100;3;5;5;0;0;3;1;1;2;0;0;\"M\""
"330433;163;1;9613.75634826;\"Eo\";\"\";2;3;1;3;3;1;\"210\";\"220\";0;300;3;5;5;0;0;3;1;1;2;0;0;\"M\""
"330434;163;1;4120.18129211;\"Bk\";\"\";2;3;2;3;3;1;\"210\";\"220\";0;300;3;5;5;0;0;2;1;1;2;0;0;\"M\""
"330435;25;1;1260.08124708;\"Eo\";\"\";3;4;1;2;1;1;\"217\";\"\";100;300;3;5;5;0;0;3;1;1;2;0;0;\"H\""
"330436;25;1;540.034820175;\"Bk\";\"\";3;4;1;2;1;1;\"217\";\"\";100;300;3;5;5;0;0;2;1;1;2;0;0;\"H\""
"330437;14;1;1377.16760425;\"Eo\";\"\";3;4;1;2;3;1;\"212\";\"\";150;300;3;1;5;0;0;4;1;1;2;0;0;\"H\""
"330438;14;1;550.8670417;\"Bk\";\"\";3;4;2;0;3;1;\"212\";\"\";150;300;3;1;5;0;0;3;1;1;2;0;0;\"H\""
"330439;14;1;413.150281275;\"Be\";\"\";4;0;1;2;1;1;\"212\";\"\";150;300;3;1;5;0;0;1;1;1;2;0;0;\"H\""
"330440;14;1;413.150281275;\"Bec\";\"\";4;0;1;2;1;1;\"212\";\"\";150;300;3;1;5;0;0;2;1;1;2;0;0;\"H\""
"330441;4;1;878.971596;\"Eo\";\"\";2;0;1;0;3;1;\"220\";\"212\";75;300;5;1;5;0;0;3;1;1;2;0;0;\"H\""
"330442;4;1;527.3829576;\"Lc\";\"\";2;0;1;0;1;1;\"330\";\"\";75;300;5;1;2;4;0;2;1;1;2;0;0;\"H\""
"330443;4;1;351.5886384;\"Bk\";\"\";2;0;2;0;3;1;\"220\";\"212\";75;300;5;1;5;0;0;3;1;1;2;0;0;\"H\""
"330444;6;1;712.553333;\"Eo\";\"\";2;3;3;0;4;3;\"210\";\"\";200;500;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330445;6;1;427.5319998;\"Be\";\"\";3;4;2;3;3;1;\"210\";\"\";200;500;5;1;5;0;0;2;1;1;2;0;0;\"M\""
"330446;6;1;285.0213332;\"Lo\";\"\";3;0;2;0;1;1;\"210\";\"\";200;500;5;1;5;0;0;1;1;1;2;0;0;\"M\""
"330447;11;1;893.955449;\"Eo\";\"\";3;0;2;3;4;3;\"212\";\"\";300;600;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330448;11;1;536.3732694;\"Lo\";\"\";3;0;1;2;1;1;\"212\";\"\";300;600;5;1;5;0;0;1;1;1;2;0;0;\"M\""
"330449;11;1;268.1866347;\"Bk\";\"\";3;0;2;3;3;1;\"212\";\"\";300;600;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330450;5;1;788.000714;\"Eo\";\"\";4;0;2;3;4;3;\"212\";\"\";200;500;5;3;5;0;0;4;1;1;2;0;0;\"H\""
"330451;5;1;472.8004284;\"Bk\";\"\";4;0;2;3;3;1;\"212\";\"\";200;500;5;3;5;0;0;3;1;1;2;0;0;\"H\""
"330452;5;1;315.2002856;\"I\";\"\";4;0;3;4;3;1;\"212\";\"\";200;500;5;3;5;0;0;4;1;1;2;0;0;\"H\""
"330453;43;1;2746.59847425;\"Eo\";\"\";3;0;1;3;3;1;\"220\";\"213\";0;300;3;1;5;0;0;1;1;1;2;0;0;\"H\""
"330454;43;1;1647.95908455;\"Be\";\"\";4;0;2;3;3;1;\"331\";\"\";0;300;3;1;5;0;0;1;1;1;2;0;0;\"H\""
"330455;43;1;1098.6393897;\"Bk\";\"\";3;0;2;3;3;1;\"220\";\"213\";0;300;3;1;5;0;0;1;1;1;2;0;0;\"H\""
"330456;4;1;213.5623955;\"Eo\";\"\";2;0;1;2;4;3;\"213\";\"\";150;300;3;5;5;0;0;3;1;1;2;0;0;\"H\""
"330457;4;1;128.1374373;\"Qc\";\"\";1;0;2;3;1;1;\"412\";\"\";150;300;3;5;5;0;0;1;1;1;2;0;0;\"H\""
"330458;4;1;85.4249582;\"Be\";\"\";4;0;1;2;1;1;\"313\";\"\";150;300;3;5;5;0;0;1;1;1;2;0;0;\"H\""
"330459;2;1;152.4519346;\"Eo\";\"\";2;0;1;2;4;3;\"213\";\"\";150;300;3;5;5;0;0;3;1;1;2;0;0;\"H\""
"330460;2;1;65.3365434;\"Qc\";\"\";1;0;2;3;1;1;\"412\";\"\";150;300;3;5;5;0;0;1;1;1;2;0;0;\"H\""
"330461;3;1;466.302744;\"Eo\";\"\";3;4;3;4;4;3;\"212\";\"\";600;1300;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330462;3;1;186.5210976;\"Bec\";\"\";3;0;2;3;3;1;\"212\";\"\";600;1300;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330463;3;1;186.5210976;\"Bkh\";\"\";3;0;2;3;3;1;\"212\";\"\";600;1300;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330464;3;1;93.2605488;\"I\";\"\";3;4;3;4;3;1;\"212\";\"\";600;1300;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330465;20;1;1179.43029295;\"Eo\";\"\";3;4;2;3;4;3;\"212\";\"231\";200;400;5;3;5;0;0;3;1;1;2;0;0;\"M\""
"330466;20;1;336.9800837;\"Bec\";\"\";3;4;2;0;1;1;\"212\";\"231\";200;400;5;3;5;0;0;2;1;1;2;0;0;\"M\""
"330467;20;1;168.49004185;\"I\";\"\";3;4;3;4;3;1;\"212\";\"\";200;400;5;3;5;0;0;4;1;1;2;0;0;\"M\""
"330468;14;1;3823.55554495;\"Eo\";\"\";2;3;1;2;1;1;\"217\";\"230\";500;2000;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330469;14;1;1529.42221798;\"Bk\";\"\";2;3;2;3;3;1;\"217\";\"230\";500;2000;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330470;14;1;1147.06666348;\"Be\";\"\";2;4;1;2;1;1;\"217\";\"230\";500;2000;5;1;5;0;0;2;1;1;2;0;0;\"M\""
"330471;14;1;1147.06666348;\"Bc\";\"\";2;4;1;2;1;1;\"215\";\"\";500;2000;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330472;18;1;2061.59894775;\"Eo\";\"\";2;0;2;3;4;3;\"213\";\"\";200;1000;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330473;18;1;1236.95936865;\"Bk\";\"\";2;0;1;3;3;1;\"213\";\"630\";200;1000;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330474;18;1;824.6395791;\"Re\";\"\";2;0;2;3;1;1;\"630\";\"\";200;1000;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330475;13;1;689.052746;\"Eo\";\"\";3;0;2;3;3;1;\"210\";\"\";1000;2000;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330476;13;1;413.4316476;\"Bkh\";\"\";3;0;2;3;3;1;\"210\";\"\";1000;2000;5;1;5;0;0;3;1;1;2;0;0;\"M\""
