stu;nb_polys;nb_smu;area;soil;soil90;text1;text2;slope1;slope2;aglim1;aglim2;mat1;mat2;zmin;zmax;use1;use2;dt;td1;td2;roo;il;wr;wm1;wm2;wm3;cfl
"332786;3;1;64.4879915625;\"Pl\";\"\";2;2;1;0;2;1;\"510\";\"\";0;450;5;1;3;4;0;1;1;1;2;0;0;\"L\""
"332787;3;1;32.2439957813;\"I\";\"\";2;0;3;0;1;1;\"710\";\"740\";0;450;5;1;5;1;0;4;1;1;2;0;0;\"L\""
"340180;1;1;1.4192577;\"U\";\"LPu\";2;1;3;4;2;4;\"743\";\"450\";200;3000;4;5;5;2;1;4;1;2;2;0;0;\"\""
"340182;1;1;13.5634912;\"Lo\";\"LVh\";2;0;3;4;1;1;\"743\";\"451\";50;2000;5;1;5;2;0;1;1;1;2;0;0;\"\""
"340653;3;1;14.0654265;\"Je\";\"FLe\";2;0;1;0;1;2;\"110\";\"\";0;1000;3;12;5;2;3;1;1;2;1;2;7;\"M\""
"340675;3;1;2.34423775;\"Jeg\";\"FLe\";2;3;1;0;1;2;\"110\";\"\";0;1000;3;1;5;2;4;1;3;3;1;1;0;\"M\""
"340740;1;1;4.730859;\"Bh\";\"RGu\";2;1;3;4;4;2;\"743\";\"450\";200;3000;5;1;5;2;1;4;1;2;2;0;0;\"\""
"340741;1;1;1.8923436;\"Bd\";\"CMd\";2;1;3;4;4;2;\"743\";\"450\";200;3000;5;1;5;2;1;4;1;2;2;0;0;\"\""
"340742;1;1;1.4192577;\"Id\";\"LPq\";2;1;4;3;2;4;\"743\";\"450\";200;3000;5;4;5;2;1;0;1;1;2;0;0;\"\""
"340749;1;1;5.483481;\"Bk\";\"CLh\";3;0;3;4;1;4;\"230\";\"\";0;2000;5;1;5;3;0;4;1;1;2;0;0;\"\""
"340750;1;1;10.966962;\"E\";\"LPm\";3;2;3;4;4;1;\"210\";\"\";0;2000;5;1;5;3;0;4;1;1;2;0;0;\"\""
"340751;1;1;4.3867848;\"Ic\";\"LPq\";3;0;4;3;4;1;\"210\";\"\";0;2000;1;4;5;0;0;0;1;1;2;0;0;\"\""
"340752;1;1;1.0966962;\"Lc\";\"LVx\";3;0;3;4;4;1;\"230\";\"210\";0;2000;5;1;5;3;0;4;1;1;2;0;0;\"\""
"340753;1;1;40.6904736;\"Be\";\"CMe\";2;0;3;4;1;1;\"743\";\"451\";50;2000;5;1;5;2;0;1;1;1;2;0;0;\"\""
"340754;1;1;3.3908728;\"Hc\";\"PHc\";2;0;3;4;1;1;\"743\";\"451\";50;2000;5;1;5;2;0;1;1;1;2;0;0;\"\""
"340755;1;1;10.1726184;\"E\";\"LPm\";2;0;3;4;4;1;\"210\";\"451\";50;2000;5;1;5;2;0;2;1;1;2;0;0;\"\""
"342155;3;1;4.6884755;\"Bk\";\"CLh\";2;0;1;0;1;1;\"110\";\"\";-999;-999;3;12;5;2;2;1;1;1;1;2;7;\"M\""
"342156;3;1;2.34423775;\"Jc\";\"FLc\";2;3;1;0;1;2;\"110\";\"\";-999;-999;3;12;5;2;3;1;1;2;1;2;7;\"M\""
"342178;1;1;3.7883004;\"Rd\";\"RGd\";2;1;3;4;4;1;\"740\";\"711\";-999;-999;5;1;5;2;1;3;1;1;2;0;0;\"\""
"342179;1;1;1.2627668;\"Bd\";\"CMd\";2;1;2;3;4;1;\"740\";\"711\";-999;-999;5;0;5;2;1;3;1;1;2;0;0;\"\""
"342180;1;1;1.2627668;\"Id\";\"LPq\";2;1;4;3;4;1;\"740\";\"711\";-999;-999;5;1;5;0;0;0;1;1;2;0;0;\"\""
"342193;3;1;484.149632;\"Bh\";\"RGu\";2;1;3;4;4;2;\"740\";\"450\";200;3000;5;1;5;2;1;4;1;2;2;0;0;\"M\""
"342194;3;1;193.6598528;\"Bd\";\"CMd\";2;1;3;4;4;2;\"740\";\"450\";200;3000;5;1;5;2;1;4;1;2;2;0;0;\"M\""
"342195;3;1;145.2448896;\"U\";\"LPu\";2;1;3;4;2;4;\"740\";\"450\";200;3000;4;5;5;2;1;4;1;2;2;0;0;\"M\""
"342196;3;1;145.2448896;\"Id\";\"LPq\";2;1;4;3;2;4;\"740\";\"450\";200;3000;5;4;5;2;1;0;1;1;2;0;0;\"M\""
"342197;9;1;793.3422399;\"U\";\"LPu\";2;1;3;4;4;1;\"710\";\"743\";0;3000;5;1;5;0;0;4;1;2;2;0;0;\"M\""
"342198;9;1;264.4474133;\"Bh\";\"CMu\";2;1;3;4;4;1;\"710\";\"743\";0;3000;5;1;5;2;0;4;1;2;2;0;0;\"M\""
"342199;9;1;198.335559975;\"Id\";\"LPq\";1;2;4;3;4;3;\"710\";\"743\";0;3000;5;10;5;0;0;0;1;1;2;0;0;\"M\""
"342200;9;1;66.111853325;\"Bd\";\"CMd\";2;1;3;4;4;1;\"710\";\"743\";0;3000;5;1;5;2;0;4;1;1;2;0;0;\"M\""
"342201;1;1;75.4444944;\"Id\";\"LPq\";1;2;4;3;4;3;\"711\";\"450\";500;3500;4;5;0;0;0;0;1;1;2;0;0;\"M\""
"342202;1;1;8.3827216;\"U\";\"LPu\";1;2;4;3;4;3;\"711\";\"450\";500;3500;4;5;0;0;0;4;1;1;2;0;0;\"M\""
"390874;2;1;0.44717150625;\"Bd\";\"\";2;0;3;0;4;1;\"730\";\"800\";800;2600;1;5;5;0;0;1;1;1;2;0;0;\"V\""
"390878;2;1;3.57737205;\"Id\";\"\";2;0;3;0;4;1;\"730\";\"800\";800;2600;1;5;5;0;0;3;1;1;2;0;0;\"V\""
"390879;2;1;3.13020054375;\"U\";\"\";2;0;3;0;4;1;\"730\";\"800\";800;2600;1;5;5;0;0;3;1;1;2;0;0;\"V\""
"390880;2;1;1.34151451875;\"L\";\"\";2;0;3;0;4;1;\"730\";\"800\";800;2600;1;5;5;0;0;1;1;1;2;0;0;\"V\""
"390881;2;1;0.44717150625;\"Bh\";\"\";2;0;3;0;4;1;\"730\";\"800\";800;2600;1;5;5;0;0;1;1;2;2;0;0;\"V\""
"390882;8;1;45.6728552625;\"Id\";\"\";2;0;2;0;3;1;\"800\";\"730\";0;2600;1;0;5;0;0;3;3;2;2;0;0;\"V\""
"390883;8;1;30.448570175;\"Ie\";\"\";2;0;2;0;3;1;\"800\";\"730\";0;2600;1;0;5;0;0;3;3;2;2;0;0;\"V\""
"390884;8;1;30.448570175;\"Ic\";\"\";2;0;2;0;3;1;\"800\";\"730\";0;2600;1;0;5;0;0;3;3;2;2;0;0;\"V\""
"390885;8;1;30.448570175;\"r\";\"\";2;0;2;0;3;1;\"800\";\"730\";0;2600;1;0;0;0;0;0;0;0;0;0;0;\"V\""
"390886;8;1;7.61214254375;\"U\";\"\";2;0;2;0;3;1;\"800\";\"730\";0;2600;1;0;5;0;0;3;3;2;2;0;0;\"V\""
"390887;8;1;7.61214254375;\"E\";\"\";2;0;2;0;3;1;\"800\";\"730\";0;2600;1;0;5;0;0;3;3;2;2;0;0;\"V\""
"390888;5;1;19.9264603125;\"E\";\"\";2;0;4;0;4;1;\"200\";\"250\";500;2500;1;0;5;0;0;3;1;1;2;0;0;\"V\""
"390889;5;1;11.9558761875;\"Ic\";\"\";3;0;4;0;4;1;\"200\";\"250\";500;2500;1;0;5;0;0;3;1;1;2;0;0;\"V\""
"390890;5;1;3.9852920625;\"Be\";\"\";2;0;4;0;4;1;\"200\";\"250\";500;2500;1;0;5;0;0;1;1;1;2;0;0;\"V\""
"390891;5;1;3.9852920625;\"Bec\";\"\";2;0;4;0;4;1;\"200\";\"250\";500;2500;1;0;5;0;0;1;1;1;2;0;0;\"V\""
"390905;2;1;61.2405576;\"Be\";\"\";2;0;3;0;4;1;\"200\";\"250\";50;1600;5;3;5;0;0;1;1;2;2;0;0;\"V\""
"390906;2;1;40.8270384;\"Lo\";\"\";3;0;3;0;4;1;\"200\";\"250\";50;1600;5;3;2;2;3;1;1;2;1;1;0;\"V\""
"390907;2;1;34.022532;\"E\";\"\";2;0;3;0;4;1;\"200\";\"250\";50;1600;5;3;5;0;0;3;3;1;2;0;0;\"V\""
"390948;1;1;1.463997875;\"Bd\";\"\";1;0;3;0;3;1;\"730\";\"450\";700;1500;5;1;5;0;0;1;1;1;2;0;0;\"V\""
"390949;1;1;1.0247985125;\"Pl\";\"\";1;0;3;0;3;1;\"730\";\"450\";700;1500;5;1;5;0;0;4;3;1;2;0;0;\"V\""
"390950;1;1;0.23423966;\"U\";\"\";1;0;3;0;3;1;\"730\";\"450\";700;1500;5;1;5;0;0;1;2;1;2;0;0;\"V\""
"390951;1;1;0.2049597025;\"Lo\";\"\";1;0;3;0;3;1;\"730\";\"450\";700;1500;5;1;5;0;0;1;1;2;2;0;0;\"V\""
"390995;2;1;5.20821925;\"Pl\";\"\";1;0;4;0;4;1;\"730\";\"800\";900;2200;5;0;5;0;0;4;3;1;2;0;0;\"V\""
"390996;2;1;3.9061644375;\"Po\";\"\";1;0;4;0;4;1;\"730\";\"800\";900;2200;5;0;2;1;2;1;1;2;2;0;0;\"V\""
"390997;2;1;2.604109625;\"Bd\";\"\";1;0;4;0;4;1;\"730\";\"800\";900;2200;5;0;5;0;0;1;1;2;2;0;0;\"V\""
"390998;2;1;1.3020548125;\"Id\";\"\";1;0;4;0;4;1;\"730\";\"800\";900;2200;5;0;5;0;0;3;3;1;2;0;0;\"V\""
"391001;1;1;585.2803072;\"Id\";\"\";2;0;0;0;0;0;\"730\";\"800\";800;2600;1;5;5;0;0;3;1;1;2;0;0;\"M\""
"391002;1;1;585.2803072;\"U\";\"\";2;0;0;0;0;0;\"730\";\"800\";800;2600;1;5;5;0;0;3;1;1;2;0;0;\"M\""
"391003;1;1;146.3200768;\"Bd\";\"\";2;0;0;0;0;0;\"730\";\"800\";800;2600;1;5;5;0;0;1;1;1;2;0;0;\"M\""
"391004;1;1;73.1600384;\"Bh\";\"\";2;0;0;0;0;0;\"730\";\"800\";800;2600;1;5;5;0;0;1;1;2;2;0;0;\"M\""
"391005;1;1;73.1600384;\"L\";\"\";2;0;0;0;0;0;\"730\";\"800\";800;2600;1;5;5;0;0;1;1;1;2;0;0;\"M\""
"391006;1;1;1819.2297984;\"Bk\";\"\";3;0;0;0;0;0;\"210\";\"\";300;1000;8;0;5;0;0;1;1;1;2;0;0;\"L\""
"391007;1;1;606.4099328;\"Be\";\"\";3;0;0;0;0;0;\"210\";\"\";300;1000;8;0;5;0;0;1;1;1;2;0;0;\"L\""
"391008;1;1;303.2049664;\"Ic\";\"\";2;0;0;0;0;0;\"210\";\"\";300;1000;8;0;5;0;0;3;1;1;2;0;0;\"L\""
"391009;1;1;303.2049664;\"Lc\";\"\";3;0;0;0;0;0;\"210\";\"\";300;1000;8;0;5;0;0;1;1;1;2;0;0;\"L\""
"391010;1;1;2364.598784;\"E\";\"\";2;0;0;0;0;0;\"200\";\"250\";500;2500;1;0;5;0;0;3;1;1;2;0;0;\"M\""
"391011;1;1;945.8395136;\"Ic\";\"\";0;0;0;0;0;0;\"200\";\"250\";500;2500;1;0;5;0;0;3;1;1;2;0;0;\"M\""
"391012;1;1;472.9197568;\"Be\";\"\";3;0;0;0;0;0;\"200\";\"250\";500;2500;1;0;5;0;0;1;1;1;2;0;0;\"M\""
"391013;1;1;472.9197568;\"Bec\";\"\";3;0;0;0;0;0;\"200\";\"250\";500;2500;1;0;5;0;0;1;1;1;2;0;0;\"M\""
"391014;1;1;472.9197568;\"Bkh\";\"\";3;0;0;0;0;0;\"200\";\"250\";500;2500;1;0;5;0;0;1;1;1;2;0;0;\"M\""
"391015;3;1;566.985010069;\"U\";\"\";1;0;0;0;0;0;\"700\";\"\";1000;4000;1;5;5;0;0;3;1;1;2;0;0;\"M\""
"391016;3;1;130.842694631;\"Bd\";\"\";2;0;0;0;0;0;\"700\";\"\";1000;4000;1;5;5;0;0;1;1;1;2;0;0;\"M\""
"391017;3;1;87.2284630875;\"I\";\"\";1;0;0;0;0;0;\"700\";\"\";1000;4000;1;5;5;0;0;3;1;1;2;0;0;\"M\""
"391018;3;1;87.2284630875;\"L\";\"\";2;0;0;0;0;0;\"700\";\"\";1000;4000;1;5;5;0;0;1;1;1;2;0;0;\"M\""
"490043;1;1;6.038684;\"Bd\";\"\";1;2;1;2;1;2;\"112\";\"430\";20;400;5;3;5;1;2;1;1;1;2;0;0;\"M\""
"490044;1;1;2.4154736;\"Bds\";\"\";1;2;1;2;1;2;\"112\";\"430\";20;400;5;3;5;1;2;1;1;2;2;0;0;\"M\""
"490045;1;1;2.4154736;\"Ql\";\"\";1;2;1;2;1;2;\"112\";\"430\";20;400;5;3;5;1;2;1;1;1;2;0;0;\"M\""
"490046;1;1;1.2077368;\"Gd\";\"\";1;2;1;2;1;2;\"112\";\"430\";20;400;5;3;5;1;2;1;1;3;2;0;0;\"M\""
"490157;1;1;2.4892194;\"Be\";\"\";2;1;2;0;3;1;\"230\";\"451\";60;1500;3;5;5;2;1;1;1;1;2;0;0;\"M\""
"490158;1;1;0.4148699;\"Bgv\";\"\";4;3;2;0;3;1;\"230\";\"451\";60;1500;3;5;3;3;4;1;3;2;1;1;3;\"M\""
"490159;1;1;0.4148699;\"Eo\";\"\";3;2;3;0;4;3;\"217\";\"230\";60;1500;5;3;2;4;2;3;1;1;2;0;0;\"M\""
"490160;1;1;0.4148699;\"Lo\";\"\";2;3;2;0;3;1;\"230\";\"451\";60;1500;3;5;3;3;2;1;1;1;2;0;0;\"M\""
"490161;1;1;0.4148699;\"Ge\";\"\";2;3;2;0;3;1;\"230\";\"451\";60;1500;3;5;3;3;2;1;1;3;1;1;2;\"M\""
"490230;1;1;7.6386924;\"Ge\";\"\";1;0;1;0;21;1;\"322\";\"131\";15;25;1;5;1;2;3;3;4;3;1;1;3;\"M\""
"490231;1;1;5.0924616;\"Lgs\";\"\";1;0;1;0;21;1;\"322\";\"131\";15;25;1;5;1;2;3;3;4;2;1;1;3;\"M\""
"490244;1;1;2.3307858;\"Lo\";\"\";3;0;1;2;1;1;\"521\";\"\";60;200;3;1;0;0;0;1;1;1;2;0;0;\"M\""
"490245;1;1;0.58269645;\"Je\";\"\";3;0;2;1;1;21;\"521\";\"\";40;100;3;1;0;0;0;1;1;2;1;1;3;\"M\""
"490270;2;1;209.1559568;\"Bd\";\"\";2;1;2;3;3;1;\"450\";\"522\";100;500;5;1;5;2;3;1;1;1;2;0;0;\"M\""
"490271;2;1;59.7588448;\"Bgg\";\"\";2;1;2;3;3;1;\"450\";\"522\";100;500;5;1;5;2;3;2;3;2;1;1;3;\"M\""
"490272;2;1;29.8794224;\"Pl\";\"\";1;2;2;3;3;1;\"450\";\"522\";100;500;5;1;4;2;1;1;2;1;2;0;0;\"M\""
"490273;3;1;33.3459224;\"Bc\";\"\";3;4;3;4;3;1;\"330\";\"210\";300;500;3;5;5;3;0;1;1;1;2;0;0;\"M\""
"490274;3;1;23.818516;\"Eo\";\"\";3;4;3;4;4;3;\"210\";\"250\";300;500;5;3;2;4;0;4;1;1;2;0;0;\"M\""
"490275;3;1;19.0548128;\"Ec\";\"\";3;4;3;4;4;3;\"210\";\"250\";300;500;5;3;2;4;0;4;1;1;2;0;0;\"M\""
"490276;3;1;14.2911096;\"Lc\";\"\";4;3;3;4;3;1;\"520\";\"330\";300;500;3;5;4;3;0;1;3;1;2;0;0;\"M\""
"490277;3;1;4.7637032;\"I\";\"\";3;4;2;3;4;1;\"210\";\"250\";300;500;5;3;1;2;3;4;1;1;2;0;0;\"M\""
"490278;1;1;17.678927;\"Bvc\";\"\";4;3;2;3;4;1;\"330\";\"230\";150;350;3;1;5;4;3;1;1;1;2;0;0;\"M\""
"490279;1;1;6.3139025;\"Lgs\";\"\";4;3;2;3;3;1;\"330\";\"230\";150;350;3;1;5;4;3;1;2;2;1;1;3;\"M\""
"490280;1;1;1.2627805;\"I\";\"\";4;3;2;3;4;1;\"230\";\"210\";150;350;5;1;1;2;3;4;1;1;2;0;0;\"M\""
"490281;3;1;459.4132606;\"Jeg\";\"\";2;4;1;0;1;1;\"110\";\"\";135;600;1;5;5;2;0;1;1;2;2;0;0;\"M\""
"490282;3;1;131.2609316;\"Je\";\"\";2;4;1;0;1;1;\"110\";\"\";135;600;1;5;5;2;0;1;1;2;2;0;0;\"M\""
"490283;3;1;32.8152329;\"O\";\"\";0;0;1;0;1;1;\"910\";\"110\";135;600;1;5;5;0;0;1;1;3;2;0;0;\"M\""
"490284;3;1;32.8152329;\"Be\";\"\";2;4;1;0;1;1;\"110\";\"\";135;600;1;5;4;1;0;1;1;1;2;0;0;\"M\""
"490286;2;1;580.7742976;\"Bgv\";\"\";4;0;2;0;3;1;\"230\";\"\";60;1500;3;5;3;2;1;1;1;2;2;0;0;\"M\""
"490287;2;1;435.5807232;\"Be\";\"\";4;0;2;0;3;1;\"230\";\"\";60;1500;3;5;3;3;4;1;3;2;2;0;0;\"M\""
"490288;2;1;145.1935744;\"Lg\";\"\";2;0;3;0;4;3;\"510\";\"\";60;1500;5;3;2;3;2;3;1;2;2;0;0;\"M\""
"490289;2;1;145.1935744;\"Ge\";\"\";2;0;2;0;3;1;\"230\";\"\";60;1500;3;5;3;3;2;1;1;3;1;1;2;\"M\""
"490290;2;1;145.1935744;\"Eo\";\"\";3;0;2;0;3;1;\"217\";\"\";60;1500;5;3;2;4;2;3;1;1;2;0;0;\"M\""
"490291;2;1;111.1084968;\"Jc\";\"\";2;3;1;2;2;1;\"110\";\"112\";70;600;3;5;5;2;3;1;0;2;2;0;0;\"M\""
"490292;2;1;23.8089636;\"Bc\";\"\";2;3;1;2;2;1;\"110\";\"112\";70;600;3;5;5;2;3;1;0;1;2;0;0;\"M\""
"490293;2;1;15.8726424;\"Lo\";\"\";2;3;1;2;2;1;\"110\";\"112\";70;600;3;5;5;2;3;1;0;2;2;0;0;\"M\""
"490294;2;1;7.9363212;\"G\";\"\";2;3;1;2;2;1;\"110\";\"112\";70;600;3;5;5;2;3;1;0;3;1;1;2;\"M\""
"3521426;1;1;0.7887929;\"Jeg\";\"\";2;4;1;0;1;1;\"110\";\"\";135;600;1;5;5;0;0;1;1;2;2;0;0;\"M\""
"3521427;1;1;0.2253694;\"Je\";\"\";2;4;1;0;0;0;\"110\";\"\";135;600;1;5;5;0;0;1;1;2;2;0;0;\"M\""
"3521428;1;1;0.05634235;\"O\";\"\";9;9;1;0;0;0;\"910\";\"110\";135;600;1;5;5;9;9;1;1;2;2;0;0;\"H\""
"3521429;1;1;0.05634235;\"B\";\"\";0;0;1;0;0;0;\"110\";\"\";135;600;1;5;5;0;0;1;1;2;2;0;0;\"M\""
"3521449;1;1;14.2339064;\"Bvc\";\"\";4;3;2;3;4;1;\"330\";\"230\";150;350;3;1;5;4;3;1;1;1;2;0;0;\"H\""
"3521450;1;1;5.083538;\"Lgs\";\"\";4;3;2;3;0;0;\"330\";\"230\";150;350;3;1;5;4;3;1;1;1;2;0;0;\"H\""
"3521451;1;1;1.0167076;\"I\";\"\";4;3;2;3;0;0;\"230\";\"210\";150;350;3;1;5;4;3;2;1;1;2;0;0;\"M\""
